,Earth_day,Sol,Month,Max_temp,Min_temp,Pressure,Atmo_opacity
0,2022-10-19,3627,Mes 11,-9,-67,803,Soleado
1,2022-10-18,3626,Mes 11,-12,-67,804,Soleado
2,2022-10-17,3625,Mes 11,-11,-67,804,Soleado
3,2022-10-16,3624,Mes 11,-12,-67,806,Soleado
4,2022-10-15,3623,Mes 11,-12,-67,808,Soleado
5,2022-10-14,3622,Mes 11,-12,-66,809,Soleado
6,2022-10-13,3621,Mes 11,-10,-68,808,Soleado
7,2022-10-12,3620,Mes 11,-12,-65,806,Soleado
8,2022-10-11,3619,Mes 11,-9,-66,806,Soleado
9,2022-10-10,3618,Mes 11,-10,-66,807,Soleado
10,2022-10-09,3617,Mes 11,-10,-70,809,Soleado
11,2022-10-08,3616,Mes 11,-10,-67,809,Soleado
12,2022-10-07,3615,Mes 11,-12,-69,810,Soleado
13,2022-10-06,3614,Mes 11,-14,-67,811,Soleado
14,2022-10-05,3613,Mes 11,-9,-66,812,Soleado
15,2022-10-04,3612,Mes 11,-11,-69,816,Soleado
16,2022-10-03,3611,Mes 11,-15,-69,817,Soleado
17,2022-10-02,3610,Mes 11,-14,-66,817,Soleado
18,2022-10-01,3609,Mes 11,-9,-67,812,Soleado
19,2022-09-30,3608,Mes 11,-11,-67,811,Soleado
20,2022-09-29,3607,Mes 11,-7,-68,813,Soleado
21,2022-09-28,3606,Mes 11,-7,-68,815,Soleado
22,2022-09-27,3605,Mes 11,-6,-69,816,Soleado
23,2022-09-26,3604,Mes 11,-3,-69,817,Soleado
24,2022-09-25,3603,Mes 11,-7,-70,820,Soleado
25,2022-09-24,3602,Mes 11,-6,-71,818,Soleado
26,2022-09-23,3601,Mes 11,-5,-70,823,Soleado
27,2022-09-22,3600,Mes 11,-4,-70,822,Soleado
28,2022-09-21,3599,Mes 11,-8,-69,827,Soleado
29,2022-09-20,3598,Mes 11,-4,-68,824,Soleado
30,2022-09-18,3597,Mes 11,-6,-70,820,Soleado
31,2022-09-17,3596,Mes 11,-3,-69,824,Soleado
32,2022-09-16,3595,Mes 11,-1,-69,821,Soleado
33,2022-09-15,3594,Mes 11,0,-71,826,Soleado
34,2022-09-14,3593,Mes 11,-5,-69,828,Soleado
35,2022-09-13,3592,Mes 11,-6,-69,829,Soleado
36,2022-09-12,3591,Mes 11,-7,-69,826,Soleado
37,2022-09-11,3590,Mes 11,-8,-69,826,Soleado
38,2022-09-10,3589,Mes 11,-6,-57,809,Soleado
39,2022-09-04,3583,Mes 10,-7,-70,831,Soleado
40,2022-09-03,3582,Mes 10,-9,-69,833,Soleado
41,2022-09-02,3581,Mes 10,-7,-73,833,Soleado
42,2022-09-01,3580,Mes 10,-10,-69,838,Soleado
43,2022-08-31,3579,Mes 10,-2,-71,836,Soleado
44,2022-08-30,3578,Mes 10,0,-69,836,Soleado
45,2022-08-29,3577,Mes 10,2,-69,836,Soleado
46,2022-08-26,3574,Mes 10,0,-69,838,Soleado
47,2022-08-25,3573,Mes 10,-4,-68,839,Soleado
48,2022-08-24,3572,Mes 10,-3,-69,840,Soleado
49,2022-08-23,3571,Mes 10,2,-70,843,Soleado
50,2022-08-22,3570,Mes 10,-1,-69,841,Soleado
51,2022-08-21,3569,Mes 10,1,-68,842,Soleado
52,2022-08-20,3568,Mes 10,-4,-71,843,Soleado
53,2022-08-19,3567,Mes 10,-2,-68,843,Soleado
54,2022-08-18,3566,Mes 10,-15,-69,864,Soleado
55,2022-08-17,3565,Mes 10,2,-69,847,Soleado
56,2022-08-16,3564,Mes 10,-7,-70,851,Soleado
57,2022-08-15,3563,Mes 10,-6,-69,851,Soleado
58,2022-08-14,3562,Mes 10,-3,-70,850,Soleado
59,2022-08-12,3561,Mes 10,1,-69,850,Soleado
60,2022-08-11,3560,Mes 10,-3,-67,850,Soleado
61,2022-08-10,3559,Mes 10,0,-70,853,Soleado
62,2022-08-09,3558,Mes 10,-2,-68,853,Soleado
63,2022-08-08,3557,Mes 10,-7,-72,857,Soleado
64,2022-08-07,3556,Mes 10,-7,-68,857,Soleado
65,2022-08-06,3555,Mes 10,-3,-68,855,Soleado
66,2022-08-05,3554,Mes 10,0,-67,856,Soleado
67,2022-08-04,3553,Mes 10,-4,-69,855,Soleado
68,2022-08-03,3552,Mes 10,-2,-69,861,Soleado
69,2022-08-02,3551,Mes 10,-2,-68,862,Soleado
70,2022-08-01,3550,Mes 10,-2,-67,863,Soleado
71,2022-07-31,3549,Mes 10,1,-68,862,Soleado
72,2022-07-30,3548,Mes 10,-2,-68,860,Soleado
73,2022-07-29,3547,Mes 10,1,-69,862,Soleado
74,2022-07-28,3546,Mes 10,-1,-70,862,Soleado
75,2022-07-27,3545,Mes 10,-1,-69,864,Soleado
76,2022-07-26,3544,Mes 10,-4,-69,867,Soleado
77,2022-07-25,3543,Mes 10,0,-69,866,Soleado
78,2022-07-24,3542,Mes 10,1,-68,863,Soleado
79,2022-07-23,3541,Mes 10,-2,-69,865,Soleado
80,2022-07-22,3540,Mes 10,-2,-69,865,Soleado
81,2022-07-21,3539,Mes 9,-1,-68,858,Soleado
82,2022-07-20,3538,Mes 9,-3,-69,865,Soleado
83,2022-07-19,3537,Mes 9,-1,-68,867,Soleado
84,2022-07-18,3536,Mes 9,-4,-68,868,Soleado
85,2022-07-17,3535,Mes 9,0,-68,867,Soleado
86,2022-07-16,3534,Mes 9,1,-68,868,Soleado
87,2022-07-15,3533,Mes 9,-3,-68,870,Soleado
88,2022-07-14,3532,Mes 9,-1,-68,868,Soleado
89,2022-07-13,3531,Mes 9,0,-67,871,Soleado
90,2022-07-12,3530,Mes 9,-2,-68,871,Soleado
91,2022-07-11,3529,Mes 9,-9,-69,871,Soleado
92,2022-07-10,3528,Mes 9,-11,-68,874,Soleado
93,2022-07-09,3527,Mes 9,-9,-70,875,Soleado
94,2022-07-08,3526,Mes 9,-14,-68,876,Soleado
95,2022-07-06,3525,Mes 9,-10,-70,873,Soleado
96,2022-07-05,3524,Mes 9,-9,-68,875,Soleado
97,2022-07-04,3523,Mes 9,-10,-67,874,Soleado
98,2022-07-03,3522,Mes 9,-10,-67,870,Soleado
99,2022-07-02,3521,Mes 9,-14,-69,882,Soleado
100,2022-07-01,3520,Mes 9,-11,-72,875,Soleado
101,2022-06-30,3519,Mes 9,-15,-68,876,Soleado
102,2022-06-29,3518,Mes 9,-12,-67,872,Soleado
103,2022-06-28,3517,Mes 9,-12,-70,875,Soleado
104,2022-06-27,3516,Mes 9,-8,-66,875,Soleado
105,2022-06-26,3515,Mes 9,-10,-66,874,Soleado
106,2022-06-25,3514,Mes 9,-10,-66,874,Soleado
107,2022-06-24,3513,Mes 9,-10,-68,872,Soleado
108,2022-06-23,3512,Mes 9,-7,-67,874,Soleado
109,2022-06-22,3511,Mes 9,-6,-65,873,Soleado
110,2022-06-21,3510,Mes 9,-12,-67,877,Soleado
111,2022-06-20,3509,Mes 9,-12,-67,879,Soleado
112,2022-06-19,3508,Mes 9,-2,-67,878,Soleado
113,2022-06-18,3507,Mes 9,-2,-66,878,Soleado
114,2022-06-17,3506,Mes 9,0,-68,875,Soleado
115,2022-06-16,3505,Mes 9,-2,-66,876,Soleado
116,2022-06-15,3504,Mes 9,1,-74,874,Soleado
117,2022-06-14,3503,Mes 9,-3,-57,857,Soleado
118,2022-06-07,3496,Mes 9,-52,-60,887,Soleado
119,2022-06-06,3495,Mes 9,4,-65,866,Soleado
120,2022-06-05,3494,Mes 9,-4,-66,866,Soleado
121,2022-06-04,3493,Mes 8,-4,-66,865,Soleado
122,2022-06-03,3492,Mes 8,0,-69,866,Soleado
123,2022-06-02,3491,Mes 8,-7,-67,865,Soleado
124,2022-06-01,3490,Mes 8,-2,-69,863,Soleado
125,2022-05-31,3489,Mes 8,0,-65,861,Soleado
126,2022-05-29,3488,Mes 8,0,-67,860,Soleado
127,2022-05-28,3487,Mes 8,-4,-63,859,Soleado
128,2022-05-27,3486,Mes 8,-5,-66,857,Soleado
129,2022-05-26,3485,Mes 8,-2,-66,859,Soleado
130,2022-05-25,3484,Mes 8,1,-72,857,Soleado
131,2022-05-24,3483,Mes 8,3,-66,855,Soleado
132,2022-05-23,3482,Mes 8,1,-66,855,Soleado
133,2022-05-22,3481,Mes 8,-2,-66,853,Soleado
134,2022-05-21,3480,Mes 8,1,-65,851,Soleado
135,2022-05-20,3479,Mes 8,3,-66,851,Soleado
136,2022-05-19,3478,Mes 8,-2,-66,847,Soleado
137,2022-05-18,3477,Mes 8,1,-64,845,Soleado
138,2022-05-17,3476,Mes 8,0,-65,844,Soleado
139,2022-05-16,3475,Mes 8,1,-66,845,Soleado
140,2022-05-15,3474,Mes 8,-1,-65,843,Soleado
141,2022-05-14,3473,Mes 8,2,-69,842,Soleado
142,2022-05-13,3472,Mes 8,1,-65,841,Soleado
143,2022-05-12,3471,Mes 8,6,-64,839,Soleado
144,2022-05-11,3470,Mes 8,2,-67,839,Soleado
145,2022-05-10,3469,Mes 8,1,-65,838,Soleado
146,2022-05-09,3468,Mes 8,1,-71,834,Soleado
147,2022-05-08,3467,Mes 8,4,-67,833,Soleado
148,2022-05-07,3466,Mes 8,5,-67,829,Soleado
149,2022-05-06,3465,Mes 8,7,-66,830,Soleado
150,2022-05-05,3464,Mes 8,7,-70,826,Soleado
151,2022-05-04,3463,Mes 8,4,-68,825,Soleado
152,2022-05-03,3462,Mes 8,6,-69,822,Soleado
153,2022-05-02,3461,Mes 8,6,-71,822,Soleado
154,2022-05-01,3460,Mes 8,1,-68,822,Soleado
155,2022-04-30,3459,Mes 8,4,-69,820,Soleado
156,2022-04-29,3458,Mes 8,5,-68,826,Soleado
157,2022-04-28,3457,Mes 8,1,-68,816,Soleado
158,2022-04-27,3456,Mes 8,4,-67,814,Soleado
159,2022-04-26,3455,Mes 8,6,-72,810,Soleado
160,2022-04-25,3454,Mes 8,6,-68,807,Soleado
161,2022-04-24,3453,Mes 8,7,-67,805,Soleado
162,2022-04-22,3452,Mes 8,8,-67,805,Soleado
163,2022-04-21,3451,Mes 8,7,-67,805,Soleado
164,2022-04-20,3450,Mes 8,3,-67,803,Soleado
165,2022-04-19,3449,Mes 8,-4,-67,804,Soleado
166,2022-04-18,3448,Mes 8,1,-69,800,Soleado
167,2022-04-17,3447,Mes 8,2,-65,793,Soleado
168,2022-04-16,3446,Mes 7,5,-69,795,Soleado
169,2022-04-15,3445,Mes 7,-2,-70,795,Soleado
170,2022-04-14,3444,Mes 7,1,-67,794,Soleado
171,2022-04-13,3443,Mes 7,2,-68,792,Soleado
172,2022-04-12,3442,Mes 7,2,-67,791,Soleado
173,2022-04-11,3441,Mes 7,-31,-67,797,Soleado
174,2022-04-10,3440,Mes 7,5,-68,785,Soleado
175,2022-04-09,3439,Mes 7,2,-67,785,Soleado
176,2022-04-08,3438,Mes 7,2,-68,784,Soleado
177,2022-04-07,3437,Mes 7,2,-68,783,Soleado
178,2022-04-06,3436,Mes 7,2,-71,780,Soleado
179,2022-04-05,3435,Mes 7,-1,-66,778,Soleado
180,2022-04-04,3434,Mes 7,2,-67,776,Soleado
181,2022-04-03,3433,Mes 7,1,-73,775,Soleado
182,2022-04-02,3432,Mes 7,0,-67,773,Soleado
183,2022-04-01,3431,Mes 7,-1,-67,773,Soleado
184,2022-03-31,3430,Mes 7,2,-67,769,Soleado
185,2022-03-30,3429,Mes 7,2,-67,768,Soleado
186,2022-03-29,3428,Mes 7,2,-67,765,Soleado
187,2022-03-28,3427,Mes 7,1,-69,763,Soleado
188,2022-03-27,3426,Mes 7,2,-69,763,Soleado
189,2022-03-26,3425,Mes 7,2,-66,762,Soleado
190,2022-03-25,3424,Mes 7,1,-68,762,Soleado
191,2022-03-24,3423,Mes 7,-5,-68,760,Soleado
192,2022-03-23,3422,Mes 7,1,-68,757,Soleado
193,2022-03-22,3421,Mes 7,-3,-68,756,Soleado
194,2022-03-21,3420,Mes 7,-1,-68,756,Soleado
195,2022-03-20,3419,Mes 7,1,-68,754,Soleado
196,2022-03-19,3418,Mes 7,0,-69,753,Soleado
197,2022-03-18,3417,Mes 7,1,-68,751,Soleado
198,2022-03-17,3416,Mes 7,0,-67,749,Soleado
199,2022-03-15,3415,Mes 7,-2,-69,748,Soleado
200,2022-03-14,3414,Mes 7,-6,-70,747,Soleado
201,2022-03-13,3413,Mes 7,-6,-66,747,Soleado
202,2022-03-12,3412,Mes 7,-12,-65,745,Soleado
203,2022-03-11,3411,Mes 7,-8,-66,743,Soleado
204,2022-03-10,3410,Mes 7,-11,-67,742,Soleado
205,2022-03-09,3409,Mes 7,-12,-64,739,Soleado
206,2022-03-08,3408,Mes 7,-10,-69,740,Soleado
207,2022-03-07,3407,Mes 7,-12,-73,740,Soleado
208,2022-03-06,3406,Mes 7,-12,-69,738,Soleado
209,2022-03-05,3405,Mes 7,-10,-69,737,Soleado
210,2022-03-04,3404,Mes 7,-9,-68,735,Soleado
211,2022-03-03,3403,Mes 7,-8,-69,733,Soleado
212,2022-03-02,3402,Mes 7,-12,-74,735,Soleado
213,2022-03-01,3401,Mes 7,-11,-71,733,Soleado
214,2022-02-28,3400,Mes 7,-12,-68,732,Soleado
215,2022-02-27,3399,Mes 7,-9,-69,731,Soleado
216,2022-02-26,3398,Mes 7,-7,-69,729,Soleado
217,2022-02-25,3397,Mes 7,-8,-69,728,Soleado
218,2022-02-24,3396,Mes 6,-6,-70,729,Soleado
219,2022-02-23,3395,Mes 6,-8,-69,727,Soleado
220,2022-02-22,3394,Mes 6,-4,-70,726,Soleado
221,2022-02-21,3393,Mes 6,-7,-69,725,Soleado
222,2022-02-20,3392,Mes 6,-4,-69,723,Soleado
223,2022-02-19,3391,Mes 6,-6,-72,722,Soleado
224,2022-02-18,3390,Mes 6,-5,-68,722,Soleado
225,2022-02-17,3389,Mes 6,-9,-69,722,Soleado
226,2022-02-16,3388,Mes 6,-10,-69,721,Soleado
227,2022-02-15,3387,Mes 6,-7,-69,719,Soleado
228,2022-02-14,3386,Mes 6,-8,-70,717,Soleado
229,2022-02-13,3385,Mes 6,-6,-69,718,Soleado
230,2022-02-12,3384,Mes 6,-8,-69,718,Soleado
231,2022-02-11,3383,Mes 6,-8,-70,717,Soleado
232,2022-02-10,3382,Mes 6,-11,-71,717,Soleado
233,2022-02-09,3381,Mes 6,1,-72,715,Soleado
234,2022-02-08,3380,Mes 6,1,-72,714,Soleado
235,2022-02-06,3379,Mes 6,2,-71,714,Soleado
236,2022-02-05,3378,Mes 6,-10,-71,720,Soleado
237,2022-02-04,3377,Mes 6,-1,-72,713,Soleado
238,2022-02-03,3376,Mes 6,-6,-72,713,Soleado
239,2022-02-02,3375,Mes 6,0,-72,713,Soleado
240,2022-02-01,3374,Mes 6,0,-71,710,Soleado
241,2022-01-31,3373,Mes 6,-2,-71,710,Soleado
242,2022-01-30,3372,Mes 6,-2,-72,710,Soleado
243,2022-01-29,3371,Mes 6,-8,-72,711,Soleado
244,2022-01-28,3370,Mes 6,-5,-71,710,Soleado
245,2022-01-27,3369,Mes 6,-6,-72,710,Soleado
246,2022-01-26,3368,Mes 6,-3,-71,707,Soleado
247,2022-01-25,3367,Mes 6,-3,-72,707,Soleado
248,2022-01-24,3366,Mes 6,-4,-70,708,Soleado
249,2022-01-23,3365,Mes 6,-6,-70,707,Soleado
250,2022-01-22,3364,Mes 6,-7,-71,708,Soleado
251,2022-01-21,3363,Mes 6,-8,-71,707,Soleado
252,2022-01-20,3362,Mes 6,-4,-72,706,Soleado
253,2022-01-19,3361,Mes 6,-6,-70,705,Soleado
254,2022-01-18,3360,Mes 6,-6,-71,707,Soleado
255,2022-01-17,3359,Mes 6,-9,-71,708,Soleado
256,2022-01-16,3358,Mes 6,-6,-71,706,Soleado
257,2022-01-15,3357,Mes 6,-7,-71,706,Soleado
258,2022-01-14,3356,Mes 6,-6,-69,706,Soleado
259,2022-01-13,3355,Mes 6,-5,-70,706,Soleado
260,2022-01-11,3353,Mes 6,-14,-69,705,Soleado
261,2022-01-10,3352,Mes 6,-16,-70,706,Soleado
262,2022-01-09,3351,Mes 6,-16,-71,703,Soleado
263,2022-01-08,3350,Mes 6,-20,-72,703,Soleado
264,2022-01-07,3349,Mes 6,-12,-72,702,Soleado
265,2022-01-06,3348,Mes 6,-12,-72,703,Soleado
266,2022-01-05,3347,Mes 6,-7,-72,705,Soleado
267,2022-01-04,3346,Mes 6,-12,-72,706,Soleado
268,2022-01-03,3345,Mes 6,-6,-73,703,Soleado
269,2021-12-20,3332,Mes 5,-6,-73,703,Soleado
270,2021-12-19,3331,Mes 5,-5,-73,705,Soleado
271,2021-12-18,3330,Mes 5,-15,-74,707,Soleado
272,2021-12-17,3329,Mes 5,-13,-76,708,Soleado
273,2021-12-16,3328,Mes 5,-15,-76,707,Soleado
274,2021-12-15,3327,Mes 5,-7,-75,708,Soleado
275,2021-12-14,3326,Mes 5,-11,-70,708,Soleado
276,2021-12-13,3325,Mes 5,-20,-98,709,Soleado
277,2021-12-12,3324,Mes 5,-21,-73,711,Soleado
278,2021-12-11,3323,Mes 5,-23,-74,713,Soleado
279,2021-12-10,3322,Mes 5,-12,-76,713,Soleado
280,2021-12-09,3321,Mes 5,-7,-77,713,Soleado
281,2021-12-08,3320,Mes 5,-3,-75,713,Soleado
282,2021-12-07,3319,Mes 5,-3,-77,714,Soleado
283,2021-12-06,3318,Mes 5,-10,-75,716,Soleado
284,2021-12-05,3317,Mes 5,-17,-74,718,Soleado
285,2021-12-04,3316,Mes 5,-18,-74,717,Soleado
286,2021-12-03,3315,Mes 5,-15,-75,717,Soleado
287,2021-12-02,3314,Mes 5,-11,-75,718,Soleado
288,2021-12-01,3313,Mes 5,-13,-73,719,Soleado
289,2021-11-30,3312,Mes 5,-14,-76,719,Soleado
290,2021-11-29,3311,Mes 5,-10,-76,720,Soleado
291,2021-11-28,3310,Mes 5,-11,-76,720,Soleado
292,2021-11-27,3309,Mes 5,-9,-75,721,Soleado
293,2021-11-26,3308,Mes 5,-9,-76,722,Soleado
294,2021-11-25,3307,Mes 5,-7,-66,709,Soleado
295,2021-11-22,3305,Mes 5,-12,-76,724,Soleado
296,2021-11-21,3304,Mes 5,-13,-77,725,Soleado
297,2021-11-20,3303,Mes 5,-11,-77,725,Soleado
298,2021-11-19,3302,Mes 5,-11,-76,726,Soleado
299,2021-11-18,3301,Mes 5,-12,-76,726,Soleado
300,2021-11-17,3300,Mes 5,-11,-76,727,Soleado
301,2021-11-16,3299,Mes 5,-13,-77,729,Soleado
302,2021-11-15,3298,Mes 5,-14,-74,730,Soleado
303,2021-11-14,3297,Mes 5,-11,-78,730,Soleado
304,2021-11-13,3296,Mes 5,-13,-76,729,Soleado
305,2021-11-12,3295,Mes 5,-10,-76,732,Soleado
306,2021-11-11,3294,Mes 5,-12,-76,732,Soleado
307,2021-11-10,3293,Mes 5,-12,-76,734,Soleado
308,2021-11-09,3292,Mes 5,-14,-76,734,Soleado
309,2021-11-08,3291,Mes 5,-12,-77,735,Soleado
310,2021-11-07,3290,Mes 5,-11,-77,736,Soleado
311,2021-11-06,3289,Mes 5,-11,-78,737,Soleado
312,2021-11-05,3288,Mes 5,-11,-77,738,Soleado
313,2021-11-04,3287,Mes 5,-16,-77,739,Soleado
314,2021-11-03,3286,Mes 5,-16,-78,740,Soleado
315,2021-11-02,3285,Mes 5,-12,-76,741,Soleado
316,2021-11-01,3284,Mes 5,-14,-78,742,Soleado
317,2021-10-31,3283,Mes 5,-11,-78,744,Soleado
318,2021-10-30,3282,Mes 4,-17,-77,745,Soleado
319,2021-10-29,3281,Mes 4,-15,-77,747,Soleado
320,2021-10-28,3280,Mes 4,-14,-77,747,Soleado
321,2021-10-27,3279,Mes 4,-15,-78,748,Soleado
322,2021-10-26,3278,Mes 4,-15,-79,749,Soleado
323,2021-10-25,3277,Mes 4,-20,-80,750,Soleado
324,2021-10-24,3276,Mes 4,-19,-77,752,Soleado
325,2021-10-23,3275,Mes 4,-15,-78,753,Soleado
326,2021-10-22,3274,Mes 4,-16,-77,755,Soleado
327,2021-10-20,3272,Mes 4,-30,-77,755,Soleado
328,2021-10-19,3271,Mes 4,-27,-78,756,Soleado
329,2021-10-17,3270,Mes 4,-28,-77,758,Soleado
330,2021-10-16,3269,Mes 4,-30,-77,759,Soleado
331,2021-10-15,3268,Mes 4,-29,-78,760,Soleado
332,2021-10-14,3267,Mes 4,-26,-79,761,Soleado
333,2021-10-13,3266,Mes 4,-29,-77,762,Soleado
334,2021-10-12,3265,Mes 4,-28,-78,763,Soleado
335,2021-10-11,3264,Mes 4,-33,-69,751,Soleado
336,2021-10-10,3263,Mes 4,-31,-78,771,Soleado
337,2021-10-09,3262,Mes 4,-32,-77,767,Soleado
338,2021-10-08,3261,Mes 4,-30,-69,760,Soleado
339,2021-10-07,3260,Mes 4,-67,-78,787,Soleado
340,2021-10-06,3259,Mes 4,-33,-77,776,Soleado
341,2021-10-05,3258,Mes 4,-37,-79,776,Soleado
342,2021-09-30,3253,Mes 4,-30,-80,778,Soleado
343,2021-09-29,3252,Mes 4,-34,-78,778,Soleado
344,2021-09-28,3251,Mes 4,-28,-79,781,Soleado
345,2021-09-27,3250,Mes 4,-33,-79,781,Soleado
346,2021-09-26,3249,Mes 4,-32,-79,782,Soleado
347,2021-09-25,3248,Mes 4,-32,-80,783,Soleado
348,2021-09-24,3247,Mes 4,-23,-81,785,Soleado
349,2021-09-23,3246,Mes 4,-24,-80,787,Soleado
350,2021-09-22,3245,Mes 4,-20,-80,788,Soleado
351,2021-09-21,3244,Mes 4,-24,-79,788,Soleado
352,2021-09-20,3243,Mes 4,-22,-79,790,Soleado
353,2021-09-19,3242,Mes 4,-23,-80,791,Soleado
354,2021-09-18,3241,Mes 4,-23,-80,792,Soleado
355,2021-09-17,3240,Mes 4,-26,-79,794,Soleado
356,2021-09-16,3239,Mes 4,-24,-78,795,Soleado
357,2021-09-15,3238,Mes 4,-22,-79,796,Soleado
358,2021-09-14,3237,Mes 4,-24,-80,798,Soleado
359,2021-09-13,3236,Mes 4,-26,-81,799,Soleado
360,2021-09-12,3235,Mes 4,-23,-79,800,Soleado
361,2021-09-10,3234,Mes 4,-20,-80,801,Soleado
362,2021-09-09,3233,Mes 4,-26,-81,804,Soleado
363,2021-09-08,3232,Mes 4,-24,-79,804,Soleado
364,2021-09-07,3231,Mes 4,-21,-79,805,Soleado
365,2021-09-06,3230,Mes 4,-23,-79,806,Soleado
366,2021-09-05,3229,Mes 4,-22,-80,807,Soleado
367,2021-09-04,3228,Mes 4,-27,-79,809,Soleado
368,2021-09-03,3227,Mes 4,-28,-79,808,Soleado
369,2021-09-02,3226,Mes 4,-23,-81,812,Soleado
370,2021-09-01,3225,Mes 4,-23,-81,812,Soleado
371,2021-08-31,3224,Mes 4,-22,-79,813,Soleado
372,2021-08-30,3223,Mes 4,-26,-81,815,Soleado
373,2021-08-29,3222,Mes 4,-20,-79,817,Soleado
374,2021-08-28,3221,Mes 4,-31,-80,817,Soleado
375,2021-08-27,3220,Mes 4,-29,-79,819,Soleado
376,2021-08-26,3219,Mes 4,-31,-79,821,Soleado
377,2021-08-25,3218,Mes 4,-33,-80,821,Soleado
378,2021-08-24,3217,Mes 3,-29,-79,822,Soleado
379,2021-08-23,3216,Mes 3,-24,-78,824,Soleado
380,2021-08-22,3215,Mes 3,-25,-80,826,Soleado
381,2021-08-21,3214,Mes 3,-23,-79,826,Soleado
382,2021-08-20,3213,Mes 3,-22,-79,828,Soleado
383,2021-08-19,3212,Mes 3,-21,-80,829,Soleado
384,2021-08-18,3211,Mes 3,-27,-80,830,Soleado
385,2021-08-17,3210,Mes 3,-25,-78,832,Soleado
386,2021-08-16,3209,Mes 3,-30,-78,835,Soleado
387,2021-08-15,3208,Mes 3,-32,-78,834,Soleado
388,2021-08-14,3207,Mes 3,-30,-76,835,Soleado
389,2021-08-13,3206,Mes 3,-30,-77,836,Soleado
390,2021-08-12,3205,Mes 3,-25,-77,837,Soleado
391,2021-08-11,3204,Mes 3,-26,-78,838,Soleado
392,2021-08-10,3203,Mes 3,-27,-80,840,Soleado
393,2021-08-09,3202,Mes 3,-29,-79,841,Soleado
394,2021-08-08,3201,Mes 3,-29,-77,842,Soleado
395,2021-08-07,3200,Mes 3,-26,-79,843,Soleado
396,2021-08-06,3199,Mes 3,-25,-78,845,Soleado
397,2021-08-05,3198,Mes 3,-27,-78,845,Soleado
398,2021-08-03,3197,Mes 3,-29,-79,846,Soleado
399,2021-08-02,3196,Mes 3,-24,-78,847,Soleado
400,2021-08-01,3195,Mes 3,-27,-78,848,Soleado
401,2021-07-31,3194,Mes 3,-25,-78,848,Soleado
402,2021-07-30,3193,Mes 3,-29,-79,850,Soleado
403,2021-07-29,3192,Mes 3,-24,-79,851,Soleado
404,2021-07-28,3191,Mes 3,-23,-80,853,Soleado
405,2021-07-27,3190,Mes 3,-24,-78,853,Soleado
406,2021-07-26,3189,Mes 3,-22,-78,854,Soleado
407,2021-07-25,3188,Mes 3,-20,-79,855,Soleado
408,2021-07-24,3187,Mes 3,-26,-79,856,Soleado
409,2021-07-23,3186,Mes 3,-27,-79,857,Soleado
410,2021-07-22,3185,Mes 3,-29,-79,859,Soleado
411,2021-07-20,3183,Mes 3,-22,-79,859,Soleado
412,2021-07-19,3182,Mes 3,-24,-80,859,Soleado
413,2021-07-18,3181,Mes 3,-25,-80,860,Soleado
414,2021-07-17,3180,Mes 3,-24,-78,860,Soleado
415,2021-07-16,3179,Mes 3,-22,-79,862,Soleado
416,2021-07-15,3178,Mes 3,-23,-80,862,Soleado
417,2021-07-14,3177,Mes 3,-21,-79,861,Soleado
418,2021-07-13,3176,Mes 3,-23,-80,862,Soleado
419,2021-07-12,3175,Mes 3,-24,-79,863,Soleado
420,2021-07-11,3174,Mes 3,-26,-78,863,Soleado
421,2021-07-10,3173,Mes 3,-23,-79,864,Soleado
422,2021-07-09,3172,Mes 3,-23,-78,864,Soleado
423,2021-07-08,3171,Mes 3,-19,-79,865,Soleado
424,2021-07-07,3170,Mes 3,-21,-79,866,Soleado
425,2021-07-06,3169,Mes 3,-23,-79,865,Soleado
426,2021-07-05,3168,Mes 3,-23,-78,864,Soleado
427,2021-07-04,3167,Mes 3,-24,-79,867,Soleado
428,2021-07-03,3166,Mes 3,-23,-79,867,Soleado
429,2021-07-02,3165,Mes 3,-23,-80,867,Soleado
430,2021-07-01,3164,Mes 3,-25,-79,867,Soleado
431,2021-06-30,3163,Mes 3,-25,-78,868,Soleado
432,2021-06-29,3162,Mes 3,-28,-78,868,Soleado
433,2021-06-27,3161,Mes 3,-23,-78,870,Soleado
434,2021-06-26,3160,Mes 3,-28,-78,869,Soleado
435,2021-06-25,3159,Mes 3,-26,-78,869,Soleado
436,2021-06-24,3158,Mes 3,-26,-78,870,Soleado
437,2021-06-23,3157,Mes 3,-25,-78,869,Soleado
438,2021-06-22,3156,Mes 3,-26,-79,870,Soleado
439,2021-06-21,3155,Mes 3,-29,-78,872,Soleado
440,2021-06-20,3154,Mes 3,-21,-78,872,Soleado
441,2021-06-19,3153,Mes 3,-24,-77,873,Soleado
442,2021-06-18,3152,Mes 3,-22,-80,872,Soleado
443,2021-06-17,3151,Mes 2,-21,-79,873,Soleado
444,2021-06-16,3150,Mes 2,-26,-78,873,Soleado
445,2021-06-15,3149,Mes 2,-26,-78,873,Soleado
446,2021-06-14,3148,Mes 2,-31,-77,873,Soleado
447,2021-06-13,3147,Mes 2,-23,-80,872,Soleado
448,2021-06-12,3146,Mes 2,-22,-79,872,Soleado
449,2021-06-11,3145,Mes 2,-24,-79,873,Soleado
450,2021-06-10,3144,Mes 2,-19,-79,873,Soleado
451,2021-06-09,3143,Mes 2,-21,-79,874,Soleado
452,2021-06-08,3142,Mes 2,-21,-79,874,Soleado
